"ID","문A1-1.귀하께서 참여하신 교육 과정은 무엇입니까?","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 1)일정 장소에서 강사가 강의하는 강좌","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 2)직장 내 직무 연수 프로그램","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 3)원격/사이버 강좌 수강","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 4)전문적인 세미나 및 워크숍^학습 동아리","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 5)기타 강좌 및 개인교습","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (1)학력보완 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (2)성인기초 및 문자해득교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (3)직업능력향상교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (4)인문교양교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (5)문화예술 스포츠 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (6)시민참여교육","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 1)가족^ 친구 또는 직장동료나 상사의 도움이나 조언을 통해 학습한 적이 ?F1","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 2)컴퓨터나 인터넷을 활용해서 새로운 정보나 사실을 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 3)학습을 목적으로 텔레비전^ 라디오^ 비디오를 활용해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 4)인쇄매체(책이나 전문잡지 등)를 활용해서 학습해 본 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 5)역사적.자연적.산업적 장소를 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 6)도서관 등을 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 7)축제^ 박람회^ 음악회 등을 통해 학습한 적이 있다","문E1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 교육과 학습 참여를 목적으로 관련 정보를 찾아본 경험이 있습니까?","문E1-1.귀하께서는 원하시는 정보를 얻으셨습니까?","문F1-(1).학습경험여부 - 1)영어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 1)영어","문F1-(1).학습경험여부 - 2)중국어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 2)중국어","문F1-(1).학습경험여부 - 3)일본어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 3)일본어","문F2.지난 1년 간(2013년 7월 ~ 2014년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어","문F5-1) 컴퓨터 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-2) 워드프로세서(한글^ MS 워드 등) 작성.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-3) 엑셀 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문G2.귀하께서는 대다수의 사람들이 기회만 있으면 당신을 이용하려고 한다고 생각하십니까 아니면 정당하게 대우해 준다고 생각하십니까?","문G6.귀하께서는 정치에 얼마나 관심을 갖고 계십니까?","문G13.귀하의 건강은 전반적으로 어떠십니까?","문G15-1.평생학습 참여가 삶의 질 향상에 얼마나 도움이 되었습니까? 또는 평생학습에 참여하지 않으셨다면 얼마나 도움이 될 것이라고 생각하십니까?","성별","연령별(10세)","학력별","경활상태","월 가구소득","지역","가중치","형식교육","비형식교육","전체참여자","직업관련비형식참여자","형식학습 투자시간","비형식교육 투여시간(전체)","직업관련 비형식교육 투여시간","평생학습 개인투자 비용(전체)","형식학습 투자비용","비형식교육  개인투자비용(전체)"
677003,,1,1,2,2,2,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,2,4,1,1,6,4,5,4,1,2,2,1,4,1,2527.7105929,2,1,1,1,,64,60,1,,1
677004,,2,1,2,2,2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,3,2,2,1,8,3,5,4,2,2,3,1,4,1,1626.0759873,2,1,1,1,,18,18,0,,0
67701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,2,4,3,1,3,1,1,2,1,2984.8312779,2,2,2,2,,,,,,
677101,5,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,1,1,1,2,1,2,2,,3,3,3,3,8,2,4,3,2,1,3,1,3,1,1934.8234512,1,2,1,2,320,,,115,115,
677102,,2,2,2,2,1,0,0,0,0,1,0,1,1,1,2,1,2,1,1,1,1,2,2,,1,2,3,4,4,4,9,3,5,4,1,1,3,1,3,1,3972.1514018,2,1,1,2,,420,,120,,120
677201,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,3,4,4,2,4,1,3,1,1,938.65104906,2,2,2,2,,,,,,
677202,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,2,5,4,1,4,1,3,1,1,830.36394059,2,2,2,2,,,,,,
677301,,2,1,2,2,2,0,0,4,0,0,0,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,5,4,2,4,1,1,4,1,938.65104906,2,1,1,1,,16,16,0,,0
677401,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,1,2,3,1,1,1,8,2,5,5,2,2,2,3,3,1,1626.0759873,2,2,2,2,,,,,,
677402,,2,1,2,2,2,0,0,2,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,,1,2,2,4,4,4,8,3,5,4,1,2,2,1,3,1,2527.7105929,2,1,1,1,,32,32,0,,0
677501,,2,2,2,2,2,,,,,,,1,2,1,2,1,2,1,2,,2,,2,,2,,1,1,1,1,7,2,3,4,2,4,1,3,1,1,938.65104906,2,2,2,2,,,,,,
677601,2,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,1,2,2,3,3,3,8,2,5,4,1,1,2,3,4,1,4824.0011749,1,2,1,2,256,,,800,800,
677701,,2,1,2,2,2,0,0,3,0,0,0,1,1,1,1,1,2,1,1,1,1,2,1,2,2,,2,2,2,2,9,3,4,4,2,4,2,1,4,1,1516.2444494,2,1,1,1,,5,5,0,,0
677703,,1,1,2,2,2,0,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,10,2,5,4,1,1,3,1,4,1,4824.0011749,2,1,1,1,,603,123,210,,210
677801,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,1,1,1,1,1,2,,1,2,1,4,4,4,9,1,5,5,1,1,3,1,3,1,4564.064832,2,2,2,2,,,,,,
677901,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,1,2,1,1,1,1,8,3,5,4,2,3,2,3,3,1,2460.5992042,2,2,2,2,,,,,,
677902,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,1,1,1,7,3,3,4,1,4,2,1,3,1,2744.5309087,2,2,2,2,,,,,,
678001,,2,2,2,2,2,,,,,,,1,2,1,1,2,1,2,1,1,2,,2,,2,,1,1,1,1,5,2,3,3,2,4,1,1,4,1,1516.2444494,2,2,2,2,,,,,,
67801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,5,2,2,2,1,4,1,1,1,1,2979.9107052,2,2,2,2,,,,,,
678101,,2,2,2,2,1,0,0,0,0,2,0,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,2,1,1,6,3,4,4,2,3,2,3,3,1,2038.7844226,2,1,1,2,,760,,158,,158
678102,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,2,2,2,7,3,4,5,1,3,3,1,3,1,2673.8236458,2,2,2,2,,,,,,
678201,,2,1,2,2,2,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,1,2,2,2,8,4,5,4,1,3,2,1,3,1,2673.8236458,2,1,1,1,,18,18,0,,0
678301,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,1,1,1,1,2,2,,2,,1,1,1,1,6,3,4,4,2,3,2,1,3,1,2460.5992042,2,2,2,2,,,,,,
678401,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,1,1,1,1,2,2,,2,,1,1,1,1,8,3,4,2,2,4,2,3,1,1,1516.2444494,2,2,2,2,,,,,,
678501,,2,2,2,1,2,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,1,1,2,,2,,1,4,4,4,10,1,5,4,1,2,3,1,3,1,3420.6251516,2,1,1,1,,16,16,0,,0
678601,,1,2,2,2,2,0,0,0,1,0,0,1,2,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,9,2,2,5,2,4,3,2,9,1,2428.1974368,2,1,1,2,,70,,0,,0
678701,,2,2,2,2,2,,,,,,,1,2,1,1,1,2,2,2,,1,2,2,,2,,1,2,2,2,5,3,4,3,2,4,2,3,2,1,2146.5954559,2,2,2,2,,,,,,
678801,,2,2,2,2,2,,,,,,,1,1,1,2,1,2,1,2,,1,2,1,2,1,2,3,2,2,2,8,2,4,3,2,2,2,1,4,1,3014.7561599,2,2,2,2,,,,,,
678802,,2,2,2,2,2,,,,,,,1,1,2,2,1,2,1,2,,1,2,2,,2,,3,2,2,2,7,2,4,4,1,2,2,1,4,1,5302.6257407,2,2,2,2,,,,,,
678901,,2,1,1,1,2,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,1,2,3,4,4,4,10,3,3,3,1,4,3,1,4,1,2478.3721919,2,1,1,1,,46,46,0,,0
679001,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,2,2,2,1,5,2,4,3,2,3,2,1,2,1,3483.5484954,2,2,2,2,,,,,,
67901,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,2,4,2,2,4,1,1,3,1,1830.0870111,2,2,2,2,,,,,,
679101,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,2,,1,2,2,,2,,2,2,2,2,3,2,3,3,1,3,2,1,3,1,3554.9727505,2,2,2,2,,,,,,
679201,,2,2,2,2,2,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,,2,,3,3,3,3,6,3,3,4,2,2,3,1,4,1,4056.0483104,2,2,2,2,,,,,,
679202,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,2,,1,2,2,,2,,4,3,3,3,4,2,4,3,1,2,3,1,4,1,4842.6877406,2,2,2,2,,,,,,
679301,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,1,2,1,2,2,,2,,1,1,1,1,8,3,3,4,2,4,2,1,3,1,1300.6526635,2,2,2,2,,,,,,
679401,,1,1,1,1,2,0,0,3,1,0,0,1,1,1,1,1,1,1,2,,1,2,2,,2,,1,3,3,3,7,3,4,4,1,2,3,1,4,1,4842.6877406,2,1,1,1,,144,104,39,,39
679402,,1,2,1,2,2,0,0,3,0,0,0,1,1,1,1,1,1,1,2,,1,2,2,,2,,3,3,4,4,5,2,4,4,2,1,3,1,4,1,3888.1822174,2,1,1,1,,24,24,0,,0
679403,,1,2,2,2,1,0,0,0,0,2,0,1,2,1,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,6,3,4,4,2,4,3,3,4,1,2146.5954559,2,1,1,2,,360,,8,,8
679501,,2,2,2,2,2,,,,,,,2,2,2,2,1,2,2,2,,1,2,2,,1,2,1,1,1,1,5,2,4,4,1,2,2,1,3,3,3161.7717333,2,2,2,2,,,,,,
679502,,1,2,2,2,2,0,0,1,0,0,0,1,1,2,2,1,2,1,1,1,1,2,2,,1,2,1,3,3,1,8,2,4,4,2,1,3,1,3,3,2378.3574762,2,1,1,1,,10,10,0,,0
679601,,1,2,2,2,2,0,0,3,1,0,1,1,2,2,2,1,2,2,2,,1,2,1,2,2,,2,2,2,1,7,2,4,5,2,2,1,2,1,3,2089.5763873,2,1,1,1,,510,510,16,,16
679701,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,3,2,4,2,4,3,2,1,2,1,2,3,3756.894719,2,2,2,2,,,,,,
679801,,1,2,2,2,2,0,0,2,0,0,0,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,4,4,2,3,1,1,2,3,2115.2037397,2,1,1,1,,2,2,0,,0
679901,,2,2,2,2,2,,,,,,,2,2,2,2,1,2,2,2,,1,2,2,,2,,1,3,3,1,5,2,4,4,1,1,2,1,2,3,3612.949908,2,2,2,2,,,,,,
680001,,2,2,2,2,2,,,,,,,2,2,2,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,6,2,4,4,1,4,2,3,1,3,2069.2006613,2,2,2,2,,,,,,
680002,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,4,2,3,3,2,3,1,3,1,3,2115.2037397,2,2,2,2,,,,,,
68001,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,3,3,2,1,4,1,1,3,1,2979.9107052,2,2,2,2,,,,,,
68002,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,2,4,4,2,4,1,3,3,1,1830.0870111,2,2,2,2,,,,,,
68003,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,3,3,3,3,5,3,2,3,1,1,3,1,3,1,3121.1058763,2,2,2,2,,,,,,
68004,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,1,2,1,2,2,2,,2,3,2,2,1,2,3,3,1,2450.0043443,2,2,2,2,,,,,,
6801,,2,2,2,2,2,,,,,,,2,2,2,2,1,1,1,1,2,1,2,2,,2,,1,3,2,2,0,4,2,5,2,1,2,3,3,2,3376.345079,2,2,2,2,,,,,,
680101,,2,2,2,2,2,,,,,,,1,1,2,1,2,2,2,2,,1,2,2,,1,2,1,2,1,1,7,4,5,4,1,3,3,1,2,3,2092.6287101,2,2,2,2,,,,,,
6802,6,1,1,2,1,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,4,2,2,9,3,5,5,1,3,3,1,3,2,2528.7876321,1,1,1,1,150,104,104,200,150,50
680201,,1,2,2,2,2,0,0,4,0,0,0,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,2,4,4,2,4,1,1,3,3,1826.9698784,2,1,1,1,,3,3,0,,0
6803,,2,2,2,2,2,,,,,,,2,1,1,2,1,1,2,1,1,1,2,2,,2,,1,1,1,1,5,2,1,4,2,3,2,3,3,2,2186.8994445,2,2,2,2,,,,,,
680301,,2,2,2,1,2,0,0,4,0,0,0,1,1,2,1,1,2,1,2,,1,2,2,,1,2,1,4,3,3,5,2,4,4,1,3,3,1,2,3,2552.8842914,2,1,1,1,,82,82,90,,90
6804,,2,2,2,2,2,,,,,,,2,2,1,1,2,1,2,2,,1,2,2,,1,2,1,3,1,1,5,2,2,3,1,1,2,1,3,2,3937.1198819,2,2,2,2,,,,,,
680401,,1,2,2,2,2,0,0,0,0,1,0,2,2,2,2,2,2,1,1,1,1,2,2,,1,2,1,2,1,1,7,2,4,4,1,2,2,1,3,3,4662.4189565,2,1,1,1,,240,240,60,,60
680501,5,2,2,2,2,2,,,,,,,2,1,2,1,1,1,1,1,1,1,2,2,,2,,1,3,3,2,7,2,4,4,2,2,3,3,2,3,2549.1606367,1,2,1,2,320,,,60,60,
680502,,1,2,2,2,2,0,0,1,0,0,0,1,1,2,2,2,2,2,2,,1,2,2,,1,2,1,3,3,3,6,2,4,3,1,2,3,1,2,3,3161.7717333,2,1,1,1,,10,10,0,,0
680601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,3,3,3,1,3,3,1,1,3,2092.6287101,2,2,2,2,,,,,,
680701,,2,2,1,2,2,0,0,4,0,0,0,1,1,2,1,1,1,1,1,1,1,2,2,,1,2,1,3,3,3,7,2,4,4,2,2,3,1,4,3,2718.9598036,2,1,1,1,,230,230,15,,15
680702,,2,2,1,2,2,0,0,3,0,0,0,1,1,2,1,2,2,2,2,,1,2,2,,1,2,1,4,4,4,7,3,4,4,1,3,3,1,4,3,2552.8842914,2,1,1,1,,230,230,28,,28
680801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,1,1,4,3,4,4,1,2,2,1,2,3,3821.8386158,2,2,2,2,,,,,,
680901,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,3,3,4,2,4,1,3,3,1,1886.4020673,2,2,2,2,,,,,,
681001,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,3,2,2,6,3,4,2,1,1,2,1,1,1,5905.4117503,2,2,2,2,,,,,,
68101,,2,2,2,2,2,,,,,,,2,2,2,2,1,2,1,2,,2,,2,,2,,1,1,1,1,5,2,3,3,1,1,2,1,2,2,3826.1111413,2,2,2,2,,,,,,
68102,,2,2,2,2,2,,,,,,,2,1,1,1,1,1,1,1,1,2,,2,,2,,1,3,3,2,5,2,4,3,2,1,2,3,2,2,6245.9196177,2,2,2,2,,,,,,
681101,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,2,3,4,2,3,2,1,2,1,2511.5623451,2,2,2,2,,,,,,
681201,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,1,1,2,,2,,2,,1,1,1,1,8,3,3,4,2,4,1,3,2,1,2392.2556326,2,2,2,2,,,,,,
681202,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,2,1,1,1,2,2,,1,2,1,2,1,1,9,1,4,3,1,4,1,1,2,1,2410.8274571,2,2,2,2,,,,,,
681301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,2,4,3,2,3,1,3,3,2,4635.1324124,2,2,2,2,,,,,,
681401,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,1,2,,1,2,2,,1,2,1,1,1,1,5,2,3,2,1,3,2,1,2,1,5173.84061,2,2,2,2,,,,,,
681601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,3,3,3,2,4,2,3,1,2,1433.9132022,2,2,2,2,,,,,,
681602,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,3,3,3,1,4,2,3,1,2,1088.7972791,2,2,2,2,,,,,,
681801,,2,2,2,2,2,,,,,,,2,1,2,1,2,2,2,1,1,1,1,2,,2,,4,3,4,3,7,2,3,3,2,1,3,2,3,1,3392.8386303,2,2,2,2,,,,,,
681802,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,1,2,,2,,2,,2,,1,1,1,1,6,2,4,4,1,4,1,1,3,1,2347.5014451,2,2,2,2,,,,,,
681803,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,3,3,2,3,1,1,3,1,1743.8496915,2,2,2,2,,,,,,
681901,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,7,2,3,3,1,3,2,1,3,1,2760.9254767,2,2,2,2,,,,,,
681902,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,1,2,,1,2,2,,2,,1,2,2,1,7,2,3,3,2,3,2,3,3,1,2105.1993697,2,2,2,2,,,,,,
682001,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,1,2,,1,2,2,,2,,1,2,2,1,8,2,4,4,1,3,2,1,4,1,2147.7960367,2,2,2,2,,,,,,
682002,,2,1,2,2,2,0,0,1,0,0,0,2,1,2,2,1,2,1,1,1,1,2,2,,2,,4,1,2,1,7,2,4,4,2,3,2,1,4,1,2104.6438827,2,1,1,1,,16,16,0,,0
68201,,2,2,2,2,2,,,,,,,2,1,1,1,1,2,1,2,,2,,2,,2,,1,1,1,1,8,3,2,2,2,3,1,3,1,2,2087.508409,2,2,2,2,,,,,,
682101,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,1,2,,1,2,2,,2,,1,1,2,1,7,1,3,3,2,3,2,1,3,1,2104.6438827,2,2,2,2,,,,,,
682102,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,1,2,,1,2,2,,2,,1,2,2,1,7,2,5,4,1,3,3,1,3,1,2287.0228397,2,2,2,2,,,,,,
682201,,2,1,2,2,1,0,0,2,0,1,0,1,1,1,2,1,2,1,1,1,1,2,2,,1,2,2,2,2,1,8,1,4,5,2,3,2,1,4,1,2104.6438827,2,1,1,1,,144,24,18,,18
682202,,2,1,2,2,2,0,0,1,0,0,0,1,1,2,2,2,2,2,2,,1,2,2,,2,,4,3,2,2,8,4,5,4,1,4,2,1,4,1,2347.5014451,2,1,1,1,,20,20,0,,0
682203,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,4,4,4,3,8,2,4,4,2,1,3,1,4,1,3392.8386303,2,1,1,1,,2,2,0,,0
682204,,2,2,1,2,2,0,0,1,0,0,0,1,1,1,1,2,1,2,2,,1,1,2,,2,,5,4,4,4,7,2,4,3,1,1,2,2,4,1,4126.1512828,2,1,1,1,,100,100,70,,70
682301,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,1,1,1,2,2,,2,,1,1,1,1,8,2,4,3,2,3,2,1,3,1,1743.8496915,2,2,2,2,,,,,,
682302,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,4,3,3,2,7,2,4,3,1,3,3,1,3,1,2287.0228397,2,2,2,2,,,,,,
682401,,2,2,2,2,2,,,,,,,2,2,2,1,2,2,2,2,,2,,2,,2,,1,1,1,1,7,2,4,3,2,4,1,3,3,1,1485.8150218,2,2,2,2,,,,,,
682402,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,1,1,2,1,2,2,,2,,1,2,2,2,7,2,3,4,1,2,2,1,3,1,3203.6697183,2,2,2,2,,,,,,
682501,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,7,2,4,4,2,3,2,1,3,1,1743.8496915,2,2,2,2,,,,,,
682502,,2,1,2,2,2,0,0,2,0,0,0,2,1,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,8,2,3,5,1,3,2,1,3,1,2147.7960367,2,1,1,1,,14,14,0,,0
682601,,2,1,2,2,2,0,0,1,0,0,0,1,1,2,2,2,2,2,2,,1,1,2,,2,,4,2,2,2,8,2,3,3,1,3,3,1,4,1,2147.7960367,2,1,1,1,,16,16,0,,0
682602,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,1,8,2,4,4,2,2,3,3,4,1,1821.41518,2,2,2,2,,,,,,
682701,,2,1,2,2,2,0,0,4,0,0,0,1,1,1,2,1,2,1,1,1,1,2,2,,2,,1,4,3,3,8,2,4,4,2,2,3,1,3,1,2450.5291875,2,1,1,1,,16,16,0,,0
682702,,2,2,2,2,2,,,,,,,2,1,2,2,2,2,2,2,,1,1,2,,2,,3,4,4,4,8,2,4,3,1,2,3,1,3,1,3203.6697183,2,2,2,2,,,,,,
682801,,2,1,2,2,2,0,0,1,0,0,0,2,1,2,1,2,2,2,2,,1,2,2,,2,,1,2,1,1,8,2,4,3,1,4,2,1,4,1,1807.6213847,2,1,1,1,,16,16,0,,0
682802,,2,1,2,2,2,0,0,1,0,0,0,2,1,2,2,2,2,2,2,,1,2,2,,2,,1,3,2,1,8,1,4,3,2,4,2,1,4,1,1565.637261,2,1,1,1,,20,20,0,,0
682901,,2,2,2,2,2,,,,,,,2,1,2,2,1,2,1,2,,1,1,2,,2,,5,4,4,4,8,1,4,4,1,2,3,1,4,1,3532.0546073,2,2,2,2,,,,,,
682902,,1,2,2,2,2,0,0,0,0,1,0,2,1,2,1,1,2,1,1,1,1,1,2,,2,,1,3,3,2,8,1,4,4,2,1,3,3,4,1,2835.87806,2,1,1,2,,56,,6,,6
683001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,3,3,3,1,4,1,1,2,1,1497.349866,2,2,2,2,,,,,,
683002,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,6,1,3,3,2,4,1,3,2,1,1296.9014213,2,2,2,2,,,,,,
68301,,1,2,2,2,2,0,0,1,0,0,0,2,2,1,2,1,2,1,1,1,2,,2,,2,,1,1,1,1,6,2,2,3,2,3,1,1,2,2,2087.508409,2,1,1,1,,88,88,28,,28
68302,,2,1,2,2,2,0,0,2,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,5,3,3,2,7,3,4,4,2,1,3,1,2,2,6245.9196177,2,1,1,1,,18,18,0,,0
683101,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,7,2,4,3,2,4,1,3,2,1,1793.6963619,2,2,2,2,,,,,,
683201,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,6,1,3,4,2,4,1,3,4,1,1485.8150218,2,2,2,2,,,,,,
683203,,2,1,2,2,2,0,0,2,0,0,0,2,1,2,2,2,2,1,1,1,1,1,2,,2,,4,3,3,3,8,2,4,4,1,2,3,1,4,1,3203.6697183,2,1,1,1,,32,32,0,,0
683204,,2,1,2,2,2,0,0,2,0,0,0,2,1,2,2,2,2,1,2,,1,1,2,,2,,4,3,3,3,8,2,4,4,1,2,3,1,4,1,2925.7905099,2,1,1,1,,58,58,0,,0
683301,,2,1,2,2,2,0,0,4,0,0,0,1,1,1,2,1,2,1,2,,1,1,2,,2,,4,3,3,2,7,2,3,3,1,1,3,1,3,1,4126.1512828,2,1,1,1,,74,74,0,,0
683302,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,1,2,,1,2,2,,2,,1,2,2,2,7,2,3,3,2,1,2,3,3,1,2349.1100897,2,2,2,2,,,,,,
